EmployeeKey,ParentEmployeeKey,EmployeeNationalIDAlternateKey,FirstName,LastName,Title,HireDate,BirthDate,LoginID,EmailAddress,Phone,MaritalStatus,Gender,PayFrequency,BaseRate,VacationHours,SickLeaveHours,CurrentFlag,DepartmentName,StartDate,EndDate,Status
261,53,58791499,Jack,Creasey,Production Technician - WC40,2009-10-01,1973-03-29,adventure-works\jack1,jack1@adventure-works.com,521-555-0113,S,M,1,15.00,62,51,1,Production,2009-10-01,NULL,Current
262,111,163347032,Olinda,Turner,Production Technician - WC20,2009-10-02,1969-11-02,adventure-works\olinda0,olinda0@adventure-works.com,306-555-0186,S,F,1,14.00,3,21,1,Production,2009-10-02,NULL,Current
263,51,28414965,Stuart,Macrae,Janitor,2009-10-03,1971-07-17,adventure-works\stuart1,stuart1@adventure-works.com,539-555-0149,M,M,1,9.25,88,64,1,Facilities and Maintenance,2009-10-03,NULL,Current
264,51,153479919,Jo,Berry,Janitor,2009-10-05,1953-11-22,adventure-works\jo1,jo1@adventure-works.com,228-555-0159,M,F,1,9.25,91,65,1,Facilities and Maintenance,2009-10-05,NULL,Current
265,278,20269531,Ben,Miller,Buyer,2009-10-07,1973-01-01,adventure-works\ben0,ben0@adventure-works.com,151-555-0113,M,M,2,182.692,55,47,1,Purchasing,2009-10-07,NULL,Current
266,66,826454897,Tom,Vande Velde,Production Technician - WC10,2009-10-08,1986-05-01,adventure-works\tom0,tom0@adventure-works.com,295-555-0161,M,M,1,13.45,98,69,1,Production,2009-10-08,NULL,Current
267,3,974026903,Ovidiu,Cracium,Senior Tool Designer,2010-07-05,1977-08-17,adventure-works\ovidiu0,ovidiu0@adventure-works.com,719-555-0181,S,M,2,288.462,7,23,1,Tool Design,2010-07-05,NULL,Current
268,278,437296311,Annette,Hill,Purchasing Assistant,2010-07-06,1977-08-29,adventure-works\annette0,annette0@adventure-works.com,125-555-0196,M,F,2,12.75,50,45,1,Purchasing,2010-07-06,NULL,Current
269,267,486228782,Janice,Galvin,Tool Designer,2010-07-23,1988-12-26,adventure-works\janice0,janice0@adventure-works.com,473-555-0117,M,F,2,25.00,8,24,1,Tool Design,2010-07-23,NULL,Current
270,278,280633567,Reinout,Hillmann,Purchasing Assistant,2010-07-25,1977-08-17,adventure-works\reinout0,reinout0@adventure-works.com,370-555-0163,M,M,2,12.75,51,45,1,Purchasing,2010-07-25,NULL,Current
271,3,42487730,Michael,Sullivan,Senior Design Engineer,2010-07-30,1979-01-14,adventure-works\michael8,michael8@adventure-works.com,465-555-0156,S,M,2,360.577,3,21,1,Engineering,2010-07-30,NULL,Current
272,277,502097814,Stephen,Jiang,North American Sales Manager,2010-08-04,1951-05-17,adventure-works\stephen0,stephen0@adventure-works.com,238-555-0197,M,M,2,48.101,14,27,1,Sales,2010-08-04,NULL,Current
273,7,323403273,Wanida,Benshoof,Marketing Assistant,2010-08-07,1974-10-15,adventure-works\wanida0,wanida0@adventure-works.com,708-555-0141,M,F,2,134.615,41,40,1,Marketing,2010-08-07,NULL,Current
274,3,56920285,Sharon,Salavaria,Design Engineer,2010-08-18,1960-11-30,adventure-works\sharon0,sharon0@adventure-works.com,970-555-0138,M,F,2,326.923,4,22,1,Engineering,2010-08-18,NULL,Current
275,7,222969461,John,Wood,Marketing Specialist,2010-09-07,1977-10-04,adventure-works\john5,john5@adventure-works.com,486-555-0150,S,M,2,144.231,48,44,1,Marketing,2010-09-07,NULL,Current
276,7,52541318,Mary,Dempsey,Marketing Assistant,2010-09-14,1977-08-29,adventure-works\mary2,mary2@adventure-works.com,124-555-0114,S,F,2,134.615,43,41,1,Marketing,2010-09-14,NULL,Current
277,112,112432117,Brian,Welcker,Vice President of Sales,2010-09-15,1977-01-04,adventure-works\brian3,brian3@adventure-works.com,716-555-0127,S,M,2,721.154,10,25,1,Sales,2010-09-15,NULL,Current
278,73,895209680,Sheela,Word,Purchasing Manager,2010-09-25,1977-09-10,adventure-works\sheela0,sheela0@adventure-works.com,210-555-0193,S,F,2,30.00,49,44,1,Purchasing,2010-09-25,2011-02-27,NULL
279,73,895209680,Sheela,Word,Purchasing Manager,2010-09-25,1977-09-10,adventure-works\sheela0,sheela0@adventure-works.com,210-555-0193,S,F,2,30.00,49,44,1,Purchasing,2011-02-28,2012-02-12,NULL
280,73,895209680,Sheela,Word,Purchasing Manager,2010-09-25,1977-09-10,adventure-works\sheela0,sheela0@adventure-works.com,210-555-0193,S,F,2,30.00,49,44,1,Purchasing,2012-02-13,NULL,Current
281,272,841560125,Michael,Blythe,Sales Representative,2010-12-29,1968-07-25,adventure-works\michael9,michael9@adventure-works.com,257-555-0154,S,M,2,230.769,38,39,1,Sales,2010-12-29,NULL,Current
282,272,191644724,Linda,Mitchell,Sales Representative,2010-12-29,1979-09-27,adventure-works\linda3,linda3@adventure-works.com,883-555-0116,M,F,2,230.769,27,33,1,Sales,2010-12-29,NULL,Current
283,272,615389812,Jillian,Carson,Sales Representative,2010-12-29,1962-03-29,adventure-works\jillian0,jillian0@adventure-works.com,517-555-0117,S,F,2,230.769,24,32,1,Sales,2010-12-29,NULL,Current
284,272,234474252,Garrett,Vargas,Sales Representative,2010-12-29,1974-09-04,adventure-works\garrett1,garrett1@adventure-works.com,922-555-0165,M,M,2,230.769,33,36,1,Sales,2010-12-29,NULL,Current
285,272,716374314,Tsvi,Reiter,Sales Representative,2010-12-29,1973-08-18,adventure-works\tsvi0,tsvi0@adventure-works.com,664-555-0112,M,M,2,230.769,29,34,1,Sales,2010-12-29,NULL,Current
286,272,61161660,Pamela,Ansman-Wolfe,Sales Representative,2010-12-29,1974-07-06,adventure-works\pamela0,pamela0@adventure-works.com,340-555-0193,S,F,2,230.769,22,31,1,Sales,2010-12-29,NULL,Current
287,272,139397894,Shu,Ito,Sales Representative,2010-12-29,1943-10-08,adventure-works\shu0,shu0@adventure-works.com,330-555-0120,M,M,2,230.769,26,33,1,Sales,2010-12-29,NULL,Current
288,272,399771412,José,Saraiva,Sales Representative,2010-12-29,1939-07-11,adventure-works\josé1,josé1@adventure-works.com,185-555-0169,M,M,2,230.769,31,35,1,Sales,2010-12-29,NULL,Current
289,272,987554265,David,Campbell,Sales Representative,2010-12-29,1973-09-11,adventure-works\david8,david8@adventure-works.com,740-555-0182,S,M,2,230.769,23,31,1,Sales,2010-12-29,NULL,Current
290,277,982310417,Amy,Alberts,European Sales Manager,2011-11-15,1957-04-20,adventure-works\amy0,amy0@adventure-works.com,775-555-0164,M,F,2,48.101,21,30,1,Sales,2011-11-15,NULL,Current
291,290,668991357,Jae,Pak,Sales Representative,2011-12-29,1967-10-16,adventure-works\jae0,jae0@adventure-works.com,1 (11) 500 555-0145,M,F,2,230.769,37,38,1,Sales,2011-12-29,NULL,Current
292,290,134219713,Ranjit,Varkey Chudukatil,Sales Representative,2011-12-29,1975-04-30,adventure-works\ranjit0,ranjit0@adventure-works.com,1 (11) 500 555-0117,S,M,2,230.769,34,37,1,Sales,2011-12-29,NULL,Current
293,272,90836195,Tete,Mensa-Annan,Sales Representative,2012-04-30,1977-08-05,adventure-works\tete0,tete0@adventure-works.com,615-555-0153,M,M,2,230.769,39,39,1,Sales,2012-04-30,NULL,Current
294,277,481044938,Syed,Abbas,Pacific Sales Manager,2012-10-12,1974-08-11,adventure-works\syed0,syed0@adventure-works.com,926-555-0182,M,M,2,48.101,20,30,1,Sales,2012-10-12,NULL,Current
295,290,954276278,Rachel,Valdez,Sales Representative,2012-12-28,1975-02-06,adventure-works\rachel0,rachel0@adventure-works.com,1 (11) 500 555-0140,S,F,2,230.769,35,37,1,Sales,2012-12-28,NULL,Current
296,294,758596752,Lynn,Tsoflias,Sales Representative,2012-12-28,1970-10-16,adventure-works\lynn0,lynn0@adventure-works.com,1 (11) 500 555-0190,S,F,2,230.769,36,38,1,Sales,2012-12-28,NULL,Current
